"das_voyage_id","type_of_ship","particulars"
"99014","",""
"96509","jacht","Second return fleet (5600-5604) under command of Johannes Massis aboard the DAMIATE. Joined the fleet of 18-11-1669 at the Cape. The crew of the DAMIATE included 5 passengers."
"98922","",""
"93232","","The passenger was a stowaway. From 17-08 till 26-08-1712 at S. Tomé."
"97545","",""
"93931","","Back at Texel from 08-11 till 13-11-1732. Laid up at Batavia on 12-09-1738."
"93690","","At Duins on 05-02-1725. Wrecked at the Cape on 21-05-1737."
"98185","",""
"93916","",""
"91420","jacht","Blown up near Djambi, fighting the Portuguese, 05-04-1630. From 28-01 till 17-02 in the Downs; from 22-03 till 17-02 on the Cape Verde I."
"98710","hoeker",""
"91706","","Stayed in the Indies and was broken up in Ternate, 1646. According to Uitloopboek, 4389, wrecked on a reef in Strait Banka. According to Schoute 35 men had died at arrival."
"95833","",""
"95374","fregat","The HERSTELDER was bound for the Cape."
"93738","",""
"93724","fluit",""
"92489","fluit","Via Maio Island. The passengers who embarked at the Cape were survivors of the English ship JOANNA."
"93390","fluit",""
"94456","","Martin den Breems died; at the Cape he was succeeded by Pieter Pietersz. The 5 passengers included one slave. The ZUIDERBURG called at S. Tiago (31-12-1746 till 09-01-1747) and at Robben Island (17 till 19-03-1747). The ship carried f 150,000 in cash."
"96794","pinas","The ships from Bengal (5885-5886) sailed from the Cape together with the CHINA (5874), the fleet of 02-03-1691 from Ceylon, the ALIDA (5892), and the ENGEL MICHAËL (5893)."
"91656","jacht",""
"98841","","Two of the 3 passengers were slaves."
"92211","jacht",""
"93384","",""
"95371","","The EUROPA called at Portsmouth: 10 seafarers, 3 soldiers, and one craftsman died, one soldier was pressed by the English. See the PALLAS (4318). On 23-07-1784 the EUROPA, sailing off Indramajoe, was wrecked on a rock."
"93997","",""
"96872","fluit",""
"94301","","From 30-04 till 13-05-1743 the ship was at S. Tiago . At the Cape one soldier became seafarer."
"96199","","Return fleet (5370-5378) under command of Arend Barendsz. aboard the DIAMANT."
"95950","",""
"96468","fluit",""
"92154","fluit","Via S. Vincente."
"98847","",""
"97936","","The 4 passengers included one female slave. At the departure from Batavia the IJSTROOM was escorted by a Dutch man-of-war."
"98342","","Crew at the Cape: 143."
"94064","",""
"91845","",""
"94920","",""
"98574","",""
"94643","","The cargo of the ZUIDERBURG consisted of f 375,270 in cash."
"96630","","First return fleet (5721-5729) under command of Jakob van der Waayen aboard the AFRIKA, Bartholomeus Nouters aboard the HENDRIK MAURTTS (5724), and Johannes Brakel aboard the HUIS TE ZILVERSTEIN (5729). Acc. to K.A. 3992 the first seven ships departed on 15-03-1679, and Acc. to Coolhaas IV on 13-03-1679."
"91768","","Via S. Tiago."
"94954","","In the open sea the LYCOCHTON took over one seafarer from the PIJLSWAART (see 3904)."
"96340","",""
"94499","",""
"97802","",""
"98807","",""
"92436","","Via S. Tiago."
"91556","jacht","Via Sierra Leone and S. Vincente. According to Daghregister 1666/7 the ship departed on 17-12-1666."
"94535","","The HUIS TE RENSBURG called at Duins (15 till 20-07-1749) and at Portsmouth (02 till 25-08-1749). The ship was sold in the Indies, 29-06-1753."
"93851","fluit","At Duins from 14-05 till 15-05-1729. Two soldiers became seafarers. Wrecked on the river Ganges in 1730."
"96181","",""
"93388","","At Duins from 11-04 till 18-04-1718; from 29-04 till 31-04-1718 at Torbay. Laid up at Batavia in 1730."
"98858","","According to K.A. 4390a Lambert Arnout Halfman was master of the HOF TER LINDEN."
"91428","","From the Downs 25-03 back to Zeeland; from Zeeland 26-06-1630; from 04-07 till 10-07 at Cape Frio."
"93784","","From 05-06 till 15-06-1727 at Torbay. Laip up at Batavia in 1733."
"93536","",""
"98988","",""
"97296","",""
"95424","","Sailing to the Cape the JUNO was wrecked."
"93240","",""
"96956","jacht",""
"92634","","At the Cape 1 seafarer deserted. The passengers who embarked at the Cape were French prisoners. The ship was sold on 19-06-1691."
"91858","","No ports of call. The ship was lost near Taiwan with all hands, October 3rd, 1652."
"93722","fluit",""
"94073","","From 11 till 18-07-1736 at S. Tiago. Laid up in the Indies, 01-03-1743."
"96606","",""
"99058","",""
"92428","","Acc. to Daghreg. 1677 the ship departed from Goeree. Via S. Tiago (16 till 20-05-1677)."
"97814","","Commandeur of the return fleet was Herman de Vrij (6986)."
"93438","fluit","From 22-10 till 04-11-1719 at Portsmouth."
"96891","pinas",""
"98276","","Crew at the Cape: 82. The eight passengers included seven condemned persons."
"95640","","When the ship finally started the homeward-bound voyage to Goeree (in December, 1791), its name had been altered into STANDVASTIGHEID (8328)."
"97219","",""
"96732","jacht","Aboard the CASTRICUM was Daniel Braams, commandeur of the return fleet."
"96747","pinas",""
"95632","","The BEVERWIJK called at Duins, 03 till 08-02-1788. See the PHOENIClËR (4564)."
"95198","","From 29-10 till 15-11-1772 the ASCHAT called at Portsmouth (see the JUNO, 4146). See the BEEMSTER WELVAREN (4144). The following data refer to the crew of the ASCHAT as well as to the crews of the AZlE (4148), the OVERHOUT (4151), the VOORBERG (4153), the HOLLAND (4157), the HUIS TE BIJWEG (4159), the 'T LOO (4161), the OOSTKAPELLE (4162), and the VREEBURG (4163): 1224 seafarers, 404 soldiers, 56 craftsmen, and 13 passengers arrived at Batavia."
"96622","pinas","The fleet (5713-5714) from Ceylon did not call at the Cape, but called at Fernando Noronha (27-04 till 02-06-1678)."
"97394","fregat",""
"92309","","The ZUIDPOLSBROEK, KATTENBURG (1227) and VRIJHEID (1229) under command of Jakob Geus left the Cape for St. Helena on 10-12-1672, arrived on 30-12 and took the island from the English on 12-01-1673. They left a garrison (± 100 men) and departed on 11-03-1673. The ZUIDPOLSBROEK arrived at the Cape with one soldier, taken prisoner at St. Helena.  The ship was laid up at Batavia.  *These figures refer to the Cape and St. Helena."
"97948","",""
"94879","","The 94 disembarking seafarers and soldiers at the Cape included 10 seafarers and 65 soldiers who went to other ships."
"91404","fluit","Stayed in the Indies."
"92483","","Via S. Tiago."
"94250","","The DUIFJE was sold at Batavia on 28-03-1747."
"93888","",""
"96653","","Aboard the BURCHT VAN LEIDEN was Rijklof van Goens Junior, commandeur of the return fleet."
"94937","","From 29-01 till 03-02-1764 the ship was at S. Tiago: one seafarer deserted. On 12-01-1770 the BOSSCHENHOVE was laid up and sold in the Indies."
"95062","",""
"93445","","The master died, and was succeeded by Philip de Waal. From 10-12 till 26-12-1719 at Den Burg; 24-01 till 03-02-1720 at Duins: 1 soldier deserted. From 06-02 till 24-02-1720 at Portsmouth: 1 soldier deserted; 02-03 till 08-03-1720 again at Portsmouth."
"93541","","At Portsmouth from 07-03 till 10-03-1722."
"97555","fluit",""
"92785","pinas","From 22-12-1695 till 03-04-1696 at Portsmouth, where 5 seafarers and 3 soldiers ran away."
"92127","pinas",""
"93427","",""
"99047","","The SUZANNA carried many Luxemburg soldiers. The ship sailed via Lorient in France. See also the FORTUIN (8224)."
"93391","jacht",""
"95930","","According to Valentijn departure on 30-12-1613."
"92277","","Acc. to K.A. 3984 the ship departed from Texel on 31-05-1671. Via S. Tiago."
"95655","","According to K.A. 4390a the departing crew consisted of 299 men. The DIAMANT called at Duins, 18-09 till 09-10-1788."
"97832","",""
"96912","pinas",""
"98974","hoeker",""
"93546","","At Portsmouth from 02-05 till 09-05-1722, where one seafarer went over to the HERSTELDE LEEUW (2497) and 9 seafarers were enlisted; at Principe from 28-07 till 30-08-1722, where one seafarer and five soldiers deserted. From 11-09 till 16-09-1722 at Cape Lopez; from 21-10 till 10-1 1-1722 at Benguela; from 26-12-1722 till 18-01-1722 at Saldanha Bay."
"98571","",""
"96195","",""
"94329","","At the Cape one stowaway, not registered in the columns, disembarked; one soldier became third meester (counted as seafarer)."
"91530","",""
"94313","","The HOLLANDIA was wrecked at the Sortings on 13-07-1743. The wreck was found in 1971; coins from the HOLLANDIA were put up for auction in 1972."
"96898","fluit","Laid up at the Cape, 1700."
"91271","jacht","From 20-08 till 01-09 at Cape Lopez; from 08-02 till 11-02 at Annabon."
"99211","","Sailing off Bengal the Hartekamp ran aground in a heavy storm and was wrecked."
"93348","",""
"92990","pinas","From 03-01 till 06-01-1704 back at Texel due to a storm; 12-01 till 16-01 at Portsmouth; 30-01 till 02-02 at Torbay; 04-02 till 24-02 again at Portsmouth where 3 seafarers ran away."
"96117","","With 14 Portuguese prisoners on board."
"93239","",""
"95862","","Return fleet (5034-5039) under command of Hans Schuurmans aboard the AMSTERDAM. From 22-06 till 08-09 at Mauritius; from 16-11 till 23-12 at St. Helena; from 09-01 till 22-01 at Fernando Noronha; from 27-03 till 14-04 at Falmouth."
"95961","jacht",""
"95017","","After having called at Batavia, the GEINWENS sailed on to China. See the LUXEMBURG (3959)."
"93613","fluit",""
"95098","","See the LEKKERLUST (4046). In 1771 the LYCOCHTON was struck by lightning and burnt. The following data refer to the crew of the LYCOCHTON as well as to the crews of the WELGELEGEN (see 4049) and the BLEISWIJK (4051): 476 seafarers, 210 soldiers, 29 craftsmen, and 4 passengers departed from the Republic or embarked at the Cape; 413 seafarers, 172 soldiers, 20 craftsmen, and 4 passengers arrived at Batavia."
"97270","fregat",""
"93618","",""
"91285","","Lost on a return voyage from Siam or Japan, 1627."
"91514","",""
"91883","jacht","Took on refreshings at Boa Vista Island; the numbers of the crew at the arrival at Batavia are those of ARNEMUIDEN (0766) and VEERE (0768) together. The hull was sold at Batavia 08-08-1667."
"91307","jacht","Departure from Plymouth 31-01-1621; from 10-03 till 24-03 at S. Vincente. The ship stayed in the Indies and was wrecked near Formosa, 19-07-1623."
"97071","","The DUIVENVOORDE called at Falmouth (arrival 15-12-1708)."
"96119","","With 12 Portuguese prisoners on board."
"95712","fregat","The MEERMIN called at Duins, 01 till 06-07-1790."
"94757","","3706/- Is the sixth voyage of this ship, which during its first four voyages was called DIEMEN (see 3513/7369). On 20-10-1764 the ship was laid up in the Indies."
"93966","",""
"98655","","The ENKHUIZEN was wrecked between Bengal and the Cape."
"95300","","After having called at Batavia the CERES sailed on to China. See the LANDSKROON (4236) and the POPKENSBURG (4238)."
"97055","",""
"95721","","In 1796 the CANDIA was sold and broken up at Batavia."
"99135","",""
"97657","",""
"91377","","Stayed in the Indies; ran aground and was destroyed by fire on the coast of Formosa, 28-06-1633. According to Mac Leod 08-11-1633."
"93422","","From 14-02 till 25-02-1719 at Duins, After departure from the Cape out of its course by storms, took refuge in the Red Sea, arrived finally at Mocha at the end of June 1720; the master and a few others were killed in Oba Bay, Ethiopia."
"92902","","From 31-10 till 14-11-1700 at Duins; 1 seafarer deserted. 2 Seafarers ran away at the Cape."
"94026","","Laid up in the Indies on 03-12-1743."
"95108","","Specified data concerning the crew of the VROUWE ELISABETH: 167 seafarers, 100 soldiers, 23 craftsmen, and 2 passengers departed from Goeree or embarked at the Cape. See also the VROUWE ANTHOINETTA KOENRARDINA (4054)."
"92320","hoeker","The ship was taken by the English, retaken by a Zeeland privateer, and restored in Zeeland. It finally left the Wielingen on 26-05-1673. Laid up at Ceylon in 1690."
"97191","",""
"96975","pinas","After this voyage the ship was sold."
"95590","hoeker","According to K.A. 4304 Pieter Kornelissen was master of the GOEDE INTENTIE. See the BROEDERSLUST (4551)."
"98470","","The four passengers included one condemned person. The LUXEMBURG did not call at the Cape but at False Bay."
"98350","","The eight passengers included three condemned persons; two criminals disembarked at the Cape. On 21-05-1758 the AKERENDAM sank due to leakage."
"95019","","Specified data concerning the crew of the VROUWE ANTHOINETTA KOENRARDINA: 196 seafarers, 88 soldiers, and 17 craftsmen departed from Goeree or embarked at the Cape. See the ASCHAT (3953)."
"97367","fluit",""
"93036","fluit","The passenger was a stowaway. Laid up at Batavia on 11-01-1714."
"96877","fluit","The crew included 6 impotenten."
"98412","","The passenger was a condemned person; he disembarked at the Cape."
"92887","","From 25-02 till 04-03-1700 at Duins; 2 seafarers deserted."
"96313","fluit","Aboard the DRIEBERGEN was Hendrik Gravia, schout-bij-nacht of the return fleet."
"96215","",""
"94723","",""
"96467","fregat","Second return fleet (5558-5563) under command of Van der Laan aboard the HOLLANDSE TUIN (5562) and Wagenaar aboard the WAPEN VAN MIDDELBURG (5560). At the Cape the AMERONGEN, the JONGE PRINS, the VRIJHEID, and the SPREEUW (5564-5567) joined the fleet."
"91366","jacht","Stayed in the Indies and broken up."
"97886","","The 81 men aboard the MARIA ADRIANA included 70 seafarers."
"95048","","After having called at Batavia, the WILLEM DE VIJFDE sailed on to China. See the DAMZICHT (3987) and the HUIS TE BOEDE (3994)."
"98244","","The 6 passengers included 5 condemned persons."
"97404","fluit",""
"95143","","During the voyage one member of the crew deserted. After having arrived at Batavia the OUD HAARLEM sailed on to China See the HUIS OM (4084)."
"96834","","Acc. to K.A. 4009 the crew consisted of 151 men . The 'passengers' were French prisoners."
"96478","jacht",""
"98788","","Commandeur of the return fleet was Kornelis Pietersen, master of the BOTLAND (see 7969)."
"93729","",""
"94392","","The SPAARZAAMHEID called at S. Tiago from 27-06 till 06-07-1757, where 7 seafarers and 14 soldiers died; 2 seafarers were taken over from the OVERNES (see 3700). The 4 passengers who embarked at the Cape were bandits. During the voyage two soldiers probably became seafarers. On 18-10-1763 the ship was laid up in the Indies."
"94881","",""
"96875","fluit","See also 5981 and 5988."
"92615","fluit","Via S. Tiago (22-01 till 24-01-1688)."
"96843","fluit","First return fleet (5934-5941) under command of Reinierde Vos aboard the KONING WILLIAM (5941). At the Cape the BERKEL (5942), the fleet of 26-01-1695 from Ceylon, and the second return fleet of 04-02-1695 joined this fleet. Acc. to K.A. 4012 the crew of the KRAB consisted of 104 men. The 11 passengers included 8 French prisoners."
"92957","","The ship was captured on 13-03-1703."
"93788","fluit","From 17-11 till 10-12-1727 at Portsmouth. One seafarer ran away."
"96740","",""
"93692","","At Portsmouth from 21-03 till 11-04-1725; 3 seafarers and 1 soldier ran away."
"93109","",""
"96445","jacht","Via Trondheim (not via Bergen) and Flecker Ö. The crew included 2 passengers."
"97000","",""
"91131","",""
"97693","",""
"98585","","The 11 passengers included 2 slaves. Commandeur of the return fleet was Jan van Eysden, master of the DUINENBURG (7741)."
"93529","","Back at Texel from 05-03-1722 till 29-04-1722."
"95543","hoeker",""
"96725","",""
"93342","",""
"95508","",""
"98346","","The HUIS TEN DONK did not call at the Cape but at Simon's Bay, a part of False Bay. Crew at Simon's Bay: 102."
"98987","",""
"92057","","Gerrit van Ham, who was to succeed Jan van Riebeek as commandeur at the Cape, died and was buried at S. Vincente, March 1661."
"95010","","The LUXEMBURG was sold in the Indies, 15-05-1770. The following data refer to the crew of the LUXEMBURG as well as to the crews of the VAILLANT (see 3961), the RUITEVELD (3963), the LEKKERLUST (3964), the GEINWENS (3966), the RITTHEM (3967), the VREDENHOF (3970), the HERTOG VAN BRUNSWIJK (3972), the WESTFRIESLAND (3973), the VROUWE MARGARETHA MARIA (3974), the PALLAS (3975), the KEUKENHOF (3976), the LYCOCHTON (3977), the AZIË (3981), the BAARZANDE (3982), the TULPENBURG (3983), the ERFPRINS (3985), and the BLIJDORP (3986): 3753 seafarers, 1867 soldiers, 167 craftsmen, and 37 passengers (one condemned person included) departed from the Republic or embarked at the Cape; at Margate one soldier died; 3 seafarers and one soldier died at Duins; at S. Tiago 6 seafarers, 8 soldiers, and one craftsman died, 14 seafarers, 10 soldiers, and one craftsman deserted; at the Cape 458 seafarers, 352 soldiers, 19 craftsmen, and 5 passengers went ashore; during the voyage 388 seafarers, 450 soldiers, 41 craftsmen, and 4 passengers died; 2884 seafarers, 1045 soldiers, 105 craftsmen, and 28 passengers arrived at Batavia."
"93597","","From 08-12 till 08-02-1724 at Portsmouth; 1 seafarer and 1 soldier ran away. The ship was laid up at Batavia in 1734."
"95951","",""
"92219","fregat",""
"95117","","See the VROUWE ANTHOINETTA KOENRARDINA (4054) and the BOT (4055)."
"91090","",""
"93949","","One soldier became a seafarer."
"93034","fluit",""
"91913","",""
"93746","","At. S. Tiago from 18-06 till 24-06-1726."
"95611","hoeker","According to K.A. 4304 the departing crew consisted of 222 men. The EIK EN LINDE called at S. Tiago, 30-09 till 04-10-1787. See the PHOENIClËR (4564)."
"95819","","The RESOLUTIE called at Portsmouth, 09 till 11-09-1794. One source indicates, that in 1797 the ship still was in active service in the Indies."
"92307","hoeker","The ship was wrecked off Colombo on 15-12-1677."
"93355","","The ship was wrecked on a voyage to Japan on 04-08-1719."
"92233","pinas","The ship was laid up and sold at Batavia on 31-08-1678."
"96118","","With 11 Portuguese prisoners on board."
"94755","",""
"92815","","The ship was laid up at Batavia in 1707."
"93018","",""
"98294","","Crew at the Cape: 100."
"95235","","See the HUIS OM (4173) and the ALKEMADE (4180)."
"96835","pinas","Acc. to K.A. 4009 the crew consisted of 125 men. The 'passengers' were French prisoners."
"97425","",""
"97462","",""
"98144","","Probably the ship sailed via Ceylon to the Cape and Patria. The 5 passengers were condemned persons."
"97927","","The 5 passengers included one female slave."
"94290","","The PAPENBURG replaced the wrecked BETHLEHEM (see 3233). The ship was sold at Batavia on 05-05-1747."
"93881","fluit","One soldier became a seafarer. According to K.A. 2046 Huibert Haringvanger was the master."
"93330","galjoot","On 03-10-1717 burnt at the Cape."
"93293","","Burnt off the coast of Ceylon on 15-11-1721."
"97016","",""
"92120","fluit","Via the Wielingen, departure on 27-11-1663."
"95128","","Specified data concerning the crew of the WALCHEREN: 264 seafarers, 74 soldiers, 14 craftsmen, and 2 passengers departed from Rammekens or embarked at the Cape. See also the SCHOONZICHT (4076). In 1773 the WALCHEREN was wrecked in the roadstead of Surat."
"97982","","Wrecked between Batavia and the Cape."
"91782","fluit","For the total number of those on board at the arrival in Batavia see the JONGE PRINS (0668). The ship was lost near Nusa Untelue, coming from Solor, 19-07-1656."
"94419","","15-12-1745 Was the final date of departure of the EINDHOEF; on 24-11-1745 the ship set out for the first time but four days later it returned: 20 soldiers disembarked and 30 seafarers were taken over from the HUIS TE RENSBURG (see 3353); the original crew consequently was altered into 83 seafarers and 21 soldiers."
"98289","","Crew at the Cape: 137."
"92019","fluit","Via S. Tiago. Laid up at Batavia 16-10-1665."
"93143","fluit","From 28-09 till 16-10-1709 at S. Tomé."
"93655","",""
"97541","",""
"94170","",""
"91813","","Via S. Tiago."
"95439","","During the voyage one man deserted. The VRIENDSCHAP was laid up in the Indies, 31-12-1787."
"96456","","Return fleet (5546-5554) under command of Johan van Dam aboard the ZUIDPOLSBROEK (5554). At the Cape the CECILIA, the OPPERDOES, and the SPARENDAM (5543-5545) joined the fleet. The crew of the AMERSFOORT included one passenger."
"93473","fregat",""
"93773","",""
"96776","pinas","The PIJLSWAART was wrecked near the Shetland Islands."
"92890","fluit","The ship was laid up at Batavia in 1708."
"91328","",""
"99011","",""
"96180","fluit",""
"98751","",""
"98844","",""
"97416","",""
"96993","",""
"91214","jacht","Reprovisioned at the Cape and sailed, before arriving at Bantam, by mistake to Bali."
"95906","","From 12-04 till 22-04 at Portland."
"95365","","The KATWIJK AAN DEN RIJN was bound for the Cape."
"96823","fluit","Acc. to K.A. 4009 the crew consisted of 92 men."
"95723","",""
"91907","jacht","Via Madagascar."
"91192","","Coming from Manila lost near Japan, 31-01-1613."
"91399","","Stayed in the Indies and lost on 'Boompjes-eiland', February 1633."
"91055","","Equipped (0001-0004) by the Compagnie van Verre of Amsterdam. Eerste Schipvaart under command of Kornelis de Houtman aboard the MAURITIUS. From 26-04 till 27-04 at Maio I.; from 04-08 till 11-08 in the Mosselbaai; from 13-09 till 07-10 in the Ampalazabaai; from 09-10 till 13-12 in S. Augustins Bay, where before departure 127 of the 249 men were still alive; 11-01 till 21-01 at Ste. Marie I.; from 23-01 till 12-02 in the Bay of Antongil. The AMSTERDAM was set on fire near Bawean, 11-01-1597."
"99193","","The five passengers included two condemned persons. After the return to Texel this ship was renamed EENDRACHT (see 3619/7487 etc.)"
"94885","","01-03-1762 Is the final date of departure of the WALCHEREN; on 25-01-1762 the ship vainly tried to sail out for the first time. The 133 persons who disembarked at the Cape included 12 seafarers and 98 soldiers who went to the OOSTERBEEK (see 3831)."
"92268","fluit","Via Falmouth. The ship was wrecked at the island Fortuin near Sumatra in November 1677."
"98833","",""
"97561","",""
"96569","","First return fleet (5660-5666) under command of Kornelis Valkenier aboard the MAKASSAR (5661), Adam van Breen aboard the TIDORE (5663), and Jakob Ganswijk aboard the VRIJE ZEE (5666). At the Cape the MIDDELBURG (5655) and the KROONVOGEL (5674) joined the fleet."
"95326","","See the BEEMSTER WELVAREN (4266)."
"94747","",""
"98020","","One of the passengers was a condemned person."
"93802","jacht",""
"91603","",""
"97127","jacht","Aboard the WASSENAAR was Johannes Focanus, schout-by-nacht of the return fleet."
"96143","","Return fleet (5315-5319 with 711 men onboard at departure) under command of Anthonie Caan aboard the WALVIS and Jan Dirksz. Gale aboard the HOP VAN ZEELAND. Via St. Helena."
"96706","fluit","Acc. to K.A. 1284 the ship departed on 31-12-1684 from Bengal; it joined the return fleet of 28-11-1684 at the Cape."
"95600","",""
"92420","fluit","Because of icing the ship took refuge in the Wielingen; second departure on 11-03-1677. Via S. Tiago. Acc. to Daghreg. 1677 at the Cape on 30-06-1677. Burned in the Bay of Gale on 19-12-1679 (6 to 8 casualties)."
"94856","","From 25-02 till 11-03-1761 the HOOP was at Duins: one seafarer and 9 soldiers went to English ships."
"97058","",""
"97465","",""
"97222","",""
"95255","",""
"97553","",""
"93914","",""
"91446","",""
"91640","fluit","Stayed in the Indies and was laid up, 1647."
"91952","jacht","Because of adverse winds for 4 weeks at Wight. In 1675 laid up and sold at Batavia."
"94855","","The STRALEN called at S. Tiago, 05 till 13-03-1761: one seafarer died, 3 seafarers and 11 soldiers deserted. Between S. Tiago and the Cape 3 stowaways were discovered on the ship; they became seafarers."
"95884","","Ship of the Oude Oostindische Compagnie."
"97236","fluit",""
"92687","fluit","Via Faeroe Islands (11-01 till 27-01-1692) and S. Tiago (27-02 till 03-03-1692)."
"94648","","From 12-03 till 05-04-1753 the HAARLEM called at Duins, where 2 seafarers died. The ship did not call at the Cape but at False Bay. At Bantam 51 soldiers went ashore. During the voyage 2 soldiers probably became seafarers. The ship carried among other things f 27,580 in cash."
"92400","","Via S. Tiago. The ZIERIKZEE carried part of the cargo of the SINT LAURENS (1313) to Batavia."
"94165","",""
"92374","","Via Plymouth (departure 14-09-1675) because of abroken mast and adverse winds. 102 seafarers, 55 soldiers and 5 passengers deserted or disembarked on Plymouth. 83 new seafarers and 3 soldiers were enlisted."
"99055","paketboot",""
"94564","","In two sources Frederik Jansz. is mentioned as master of the BREDENHOF. At the Cape one soldier became a seafarer."
"95479","","The ZEEDUIN sailed via Mauritius. In 1785, when sailing from Batavia to the Cape, the ship was wrecked. See the HOOLWERF (4419)."
"93130","","On 29-05-1709 at Robbeneiland."
"95277","","From 03-02 till 13-03-1775 the VOORBERG was at Duins."
"96602","fluit","Aboard the DELFSHAVEN was Laurens Martensz. Suiker, schout-by-nacht of the return fleet."
"91703","",""
"96884","pinas","The crew included 7 impotenten."
"98415","","Crew at the Cape: 105."
"94547","","The TOLSDUIN was laid up at the Cape, 15-06-1752."
"91257","",""
"93790","","At Portsmouth from 21-11 till 11-12-1727. Two seafarers ran away."
"93735","","From 29-01 till 24-02-1726 at Plymouth; one seafarer ran away."
"97721","",""
"91944","",""
"92298","pinas",""
"91149","","Sent to Mauritius to collect ebony. According to Commelin departure 20-05-1605. At Mauritius 22-05-1606 (see 5068 and 5069). Destroyed by fire on the coast of Coromandel (1610)."
"99220","","The return-voyage of the RUITEVELD started in China; 18-01-1755 was the date of departure from Batavia, in this case an intermediate port. The six passengers included one condemned person; one passenger disembarked at the Cape. Crew at Cape: 123."
"94628","","The cargo of the H AGE VELD consisted among other things of f 179,972 in cash. From 09 till 21-10-1752 the ship called at Portsmouth. The HAGEVELD was laid up in the Indies on 31-12-1756."
"92407","fluit","Via S. Tiago, where one soldier was enlisted."
"91360","jacht",""
"94717","","The two passengers who went aboard at the Cape were condemned persons; they disembarked at Batavia. At Bantam 81 soldiers went ashore."
"95209","hoeker","The ZON called at St. Paulo de Luanda; departure: 03-05-1773 (see also the BEEKVLIET, 4104). The ship was bound for the Cape; it was laid up in 1782."
"91280","jacht",""
"91809","",""
"97652","",""
"96635","pinas",""
"93905","","At Duins from 11-01 till 14-01-1732."
"94388","","The HUIS TE MANPAD called at S. Tiago from 27-06 till 09-07-1757, where 3 seafarers and 3 soldiers died. The 3 passengers who disembarked there included 2 stowaways, discovered on the ship. Between the Cape and Batavia another stowaway was found; he did not survive the voyage (registered as passenger in the fifth column). During the voyage 2 soldiers probably became seafarers."
"95480","","The BLEIJENBURG sailed via Mauritius. In 1789 the ship was laid up in the Indies."
"95890","",""
"91992","","See the ROTTERDAM (0874)."
"94790","","On 16-10-1758 the ERFPRINS ran aground near Calais and was wrecked. It was replaced by another ERFPRINS, previously called DELFT; in April 1759 the new ERFPRINS departed from Goeree (see 3757)."
"97595","fluit",""
"96203","",""
"98872","",""
"98036","","Due to adverse winds arrival at Texel, at the Rammekens on 02-10-1742. This was the fifth voyage of this ship, which during its four preceding voyages was called WAPEN VAN HOORN (numbers of the fourth voyage: 3109/7070)."
"95027","","On 21-11-1766 the KEUKENHOF initially put to sea; the next day, however, the ship returned to Texel; 01-12-1766 is its final date of departure. The KEUKENHOF was laid up in the Indies, 31-12-1770. See the LUXEMBURG (3959)."
"96156","",""
"97790","",""
"92796","jacht",""
"93804","","Back at Goeree from 29-01 till 01-02-1728. Laid up at Batavia in 1735."
"96383","",""
"94367","","The RIJNHUIZEN was laid up at Batavia on 31-12-1751."
"91855","jacht","With van Riebeek on board. The ship was laid up in 1661."
"97042","pinas",""
"97598","",""
"93257","",""
"94882","","The OOSTERBEEK called at Duins (17 till 22-12) and at Spithead (29-12-1761 till 23-01-1762); at Spithead the ship took over 23 seafarers from the ASCHAT (see 3825). Before sailing to Bengal it first called at Ceylon. See also 3834. In 1765 the OOSTERBEEK ran aground at East Java and was wrecked."
"93200","fluit","The passengers were stowaways."
"98351","","The six passengers included two condemned persons; they disembarked at the Cape."
"91423","","Stayed in the Indies and wrecked on an unknown reef near Borneo, 1634."
"98333","","Crew at the Cape: 91."
"96666","","Aboard the LAND VAN SCHOUWEN was Rijklof van Goens, admiraal of the return fleet. At the Cape Leendert Maas disembarked; he became vice-commandeur aboard the HOLLANDSE TUIN."
"97529","",""
"98272","","Crew at the Cape: 101."
"99051","",""
"98837","","According to K.A. 4390a Herman Volkers was master of the PATRIOT."
"92213","hoeker","During the voyage 2 seafarers went from the ZEELT to the OUDSHOORN (1119) and the ALPHEN (1125). The ship went missing after departure from the Cape in 1672."
"97433","fluit",""
"96983","fluit","Commandeur of the combined return fleet (6097-6112) was Adolf Winkler aboard the WESTHOVEN (6104); vice-commandeur was Diedlof Kroes, master of the GENERALE VREDE (6105); schout-bjj-nacht was Kornelis Valk, master of the DONKERVLIET (6098)."
"92876","fluit",""
"98414","","Crew at the Cape: 123."
"93769","fluit","At S. Tiago from 10-03 till 27-03-1727."
"92379","hoeker","Via S. Vincente. The ship ran ashore and was wrecked at Colombo on 05-01-1680."
"91318","fluit","Stayed in the Indies."
"94693","","From 06 till 17-11-1754 the AMELISWEERT called at Portsmouth, where one seafarer was pressed by the English, and another seafarer died."
"91709","jacht","Stayed in the Indies and was broken up in Batavia, 1657."
"94320","","From 18 till 19-11-1743 the DUINHOF was at Duins."
"93128","",""
"98959","",""
"91093","","Fleet (0039-0040) under command of admiraal Guilleaume Seneschel aboard the ZWARTE AREND, equipped by the Nieuwe Brabantsche Compagnie. From 01-07 till 06-07 at the Downs; from 12-07 till 14-07 at Portland; from 29-09 till 31-09 at Annabon."
"92809","",""
"95476","","See the HINDELOOPEN (4420)."
"94981","","The 22 seafarers who went ashore at the Cape included one deserter; one soldier died at the Cape. The NIEUW NIEUWERKERK was laid up and sold in the Indies, 14-04-1772."
